1744.35 ms
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
new orleans
124.25
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
124.2
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
124.2
99
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
124.2
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
124.2
99
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.85
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.85
99
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.85
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.85
99
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.8
99
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.8
98
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.8
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.8
99
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.8
98
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.8
100
tom brady
thomas rawls
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
new orleans
123.75
100
tom brady
thomas rawls
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.7
99
tom brady
rashad jennings
thomas rawls
devontae booker
amari cooper
allen robinson
terrelle pryor
travis kelce
cincinnati
123.65
100
tom brady
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
terrelle pryor
gary barnidge
new orleans
123.65
99
tom brady
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
terrelle pryor
gary barnidge
tennessee
123.6
98
tom brady
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
terrelle pryor
charles clay
new orleans
123.45
99
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.45
100
tom brady
rashad jennings
isaiah crowell
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
new orleans
123.45
100
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.45
100
tom brady
rashad jennings
isaiah crowell
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
new orleans
123.45
100
tom brady
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
terrelle pryor
charles clay
tennessee
123.4
98
tom brady
rashad jennings
doug martin
james starks
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.4
100
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.4
99
tom brady
rashad jennings
isaiah crowell
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.4
99
tom brady
rashad jennings
doug martin
james starks
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.4
100
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.4
99
aaron rodgers
rashad jennings
thomas rawls
devontae booker
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.4
100
tom brady
rashad jennings
isaiah crowell
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.4
99
tom brady
thomas rawls
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.35
99
tom brady
thomas rawls
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.3
98
tom brady
thomas rawls
doug martin
james starks
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.3
100
tom brady
thomas rawls
doug martin
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123.3
98
tom brady
thomas rawls
doug martin
james starks
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.3
100
tom brady
rashad jennings
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
new orleans
123.25
99
tom brady
rashad jennings
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.2
98
tom brady
rashad jennings
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
san diego
123.15
100
tom brady
thomas rawls
doug martin
devontae booker
amari cooper
allen robinson
terrelle pryor
travis kelce
cincinnati
123.15
100
tom brady
rashad jennings
thomas rawls
isaiah crowell
amari cooper
allen robinson
terrelle pryor
gary barnidge
san diego
123.15
100
tom brady
rashad jennings
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
san diego
123.15
100
marcus mariota
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123.1
100
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
san diego
123.05
100
tom brady
rashad jennings
isaiah crowell
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
new orleans
123.05
99
cam newton
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
terrelle pryor
tyler eifert
new orleans
123.05
99
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
san diego
123.05
100
aaron rodgers
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
terrelle pryor
travis kelce
cincinnati
123.05
100
tom brady
rashad jennings
isaiah crowell
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
123
98
tom brady
rashad jennings
isaiah crowell
james starks
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
123
100
