216.404 ms
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
gary barnidge
cincinnati
michael thomas
derek carr
130.65
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
gary barnidge
new orleans
derek carr
130.65
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
gary barnidge
cincinnati
michael thomas
derek carr
130.65
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
gary barnidge
new orleans
derek carr
130.65
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
gary barnidge
tennessee
derek carr
130.6
99
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
cincinnati
michael thomas
derek carr
130.45
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
charles clay
new orleans
derek carr
130.45
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
cincinnati
michael thomas
derek carr
130.45
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
charles clay
new orleans
derek carr
130.45
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
charles clay
tennessee
derek carr
130.4
99
david johnson
jeremy hill
rashad jennings
amari cooper
brandon marshall
steve smith
gary barnidge
tennessee
derek carr
130.3
100
david johnson
jeremy hill
rashad jennings
amari cooper
brandon marshall
steve smith
charles clay
tennessee
derek carr
130.1
100
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
steve smith
travis kelce
tennessee
derek carr
130
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
tyler boyd
travis kelce
cincinnati
derek carr
129.85
100
david johnson
jeremy hill
thomas rawls
amari cooper
terrelle pryor
brandon marshall
gary barnidge
green bay
derek carr
129.8
100
david johnson
jeremy hill
doug martin
amari cooper
brandon marshall
steve smith
gary barnidge
tennessee
derek carr
129.8
100
david johnson
jeremy hill
thomas rawls
amari cooper
terrelle pryor
brandon marshall
charles clay
green bay
derek carr
129.6
100
david johnson
jeremy hill
doug martin
amari cooper
brandon marshall
steve smith
charles clay
tennessee
derek carr
129.6
100
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
brandon marshall
gary barnidge
new orleans
derek carr
129.45
99
david johnson
jeremy hill
devontae booker
amari cooper
terrelle pryor
brandon marshall
gary barnidge
cincinnati
derek carr
129.45
100
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
brandon marshall
gary barnidge
new orleans
derek carr
129.45
99
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
gary barnidge
green bay
michael thomas
derek carr
129.4
99
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
brandon marshall
gary barnidge
tennessee
derek carr
129.4
98
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
gary barnidge
green bay
michael thomas
derek carr
129.4
99
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
brandon marshall
gary barnidge
tennessee
derek carr
129.4
98
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
gary barnidge
san diego
michael thomas
derek carr
129.35
100
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
brandon marshall
charles clay
new orleans
derek carr
129.25
99
david johnson
jeremy hill
devontae booker
amari cooper
terrelle pryor
brandon marshall
charles clay
cincinnati
derek carr
129.25
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
gary barnidge
cincinnati
derek carr
129.25
97
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
