330.297 ms
blake bortles
david johnson
thomas rawls
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
new orleans
130.45
100
blake bortles
david johnson
thomas rawls
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
130.4
99
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
brandon marshall
steve smith
greg olsen
cincinnati
130.15
100
blake bortles
david johnson
rashad jennings
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
130.1
100
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
new orleans
130.05
99
blake bortles
david johnson
thomas rawls
devontae booker
allen robinson
brandon marshall
steve smith
greg olsen
new orleans
130.05
100
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
130
98
blake bortles
david johnson
thomas rawls
devontae booker
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
130
99
blake bortles
david johnson
thomas rawls
james starks
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
130
100
blake bortles
david johnson
thomas rawls
tevin coleman
allen robinson
brandon marshall
steve smith
greg olsen
denver
130
100
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
brandon marshall
steve smith
greg olsen
cincinnati
129.95
99
blake bortles
david johnson
latavius murray
carlos hyde
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
129.9
100
blake bortles
david johnson
thomas rawls
tevin coleman
allen robinson
rishard matthews
brandon marshall
greg olsen
new orleans
129.85
100
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
san diego
129.85
100
blake bortles
david johnson
thomas rawls
tevin coleman
allen robinson
rishard matthews
brandon marshall
greg olsen
tennessee
129.8
99
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
gary barnidge
new orleans
129.75
100
blake bortles
david johnson
latavius murray
rashad jennings
allen robinson
brandon marshall
tyler lockett
greg olsen
new orleans
129.75
100
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
brandon marshall
tyler boyd
greg olsen
new orleans
129.75
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
129.7
99
blake bortles
david johnson
latavius murray
rashad jennings
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
129.7
99
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
brandon marshall
tyler boyd
greg olsen
tennessee
129.7
99
blake bortles
david johnson
devonta freeman
tevin coleman
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
129.7
100
blake bortles
david johnson
rashad jennings
devontae booker
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
129.7
100
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
brandon marshall
tyler lockett
greg olsen
denver
129.7
99
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
tyler eifert
new orleans
129.65
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
129.6
99
blake bortles
david johnson
doug martin
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
129.6
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
allen robinson
brandon marshall
gary barnidge
cincinnati
129.55
100
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
tyler boyd
greg olsen
cincinnati
129.55
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
charles clay
new orleans
129.55
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
gary barnidge
new orleans
129.55
99
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
