1007.11 ms
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
tyler lockett
tyler eifert
tennessee
125.8
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
gary barnidge
tennessee
michael thomas
125.8
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
charles clay
tennessee
michael thomas
125.6
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
tyler lockett
tyler eifert
new orleans
michael thomas
125.45
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
tyler lockett
travis kelce
new orleans
125.45
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
tyler lockett
tyler eifert
tennessee
michael thomas
125.4
99
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
tyler lockett
travis kelce
tennessee
125.4
99
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
rishard matthews
tyler lockett
tyler eifert
tennessee
125.2
100
tom brady
demarco murray
jeremy hill
thomas rawls
terrelle pryor
steve smith
travis kelce
tennessee
michael thomas
125.2
100
cam newton
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
tyler eifert
tennessee
michael thomas
125.2
100
cam newton
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
steve smith
travis kelce
tennessee
125.2
100
tom brady
demarco murray
jeremy hill
rashad jennings
amari cooper
tyler lockett
tyler eifert
tennessee
michael thomas
125.1
100
tom brady
demarco murray
jeremy hill
rashad jennings
amari cooper
terrelle pryor
tyler lockett
travis kelce
tennessee
125.1
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
tyler lockett
travis kelce
new orleans
michael thomas
125.05
99
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
tyler lockett
travis kelce
tennessee
michael thomas
125
98
russell wilson
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
travis kelce
tennessee
michael thomas
125
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
tyler boyd
travis kelce
tennessee
125
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
tyler lockett
travis kelce
denver
125
100
tom brady
demarco murray
jeremy hill
carlos hyde
amari cooper
tyler lockett
travis kelce
tennessee
michael thomas
124.9
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
rishard matthews
tyler lockett
travis kelce
new orleans
124.85
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
steve smith
gary barnidge
cincinnati
124.85
99
cam newton
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
travis kelce
new orleans
michael thomas
124.85
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
rishard matthews
tyler lockett
travis kelce
tennessee
124.8
99
cam newton
demarco murray
jeremy hill
thomas rawls
amari cooper
steve smith
travis kelce
tennessee
michael thomas
124.8
99
tom brady
demarco murray
jeremy hill
rashad jennings
amari cooper
tyler lockett
travis kelce
new orleans
michael thomas
124.75
100
tom brady
demarco murray
jeremy hill
rashad jennings
amari cooper
tyler lockett
travis kelce
tennessee
michael thomas
124.7
99
tom brady
demarco murray
jeremy hill
tevin coleman
amari cooper
terrelle pryor
gary barnidge
new orleans
michael thomas
124.65
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
steve smith
charles clay
cincinnati
124.65
99
tom brady
demarco murray
latavius murray
jeremy hill
amari cooper
terrelle pryor
tyler lockett
gary barnidge
new orleans
124.65
100
aaron rodgers
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
124.65
100
aaron rodgers
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
steve smith
gary barnidge
new orleans
124.65
100
tom brady
demarco murray
jeremy hill
tevin coleman
amari cooper
terrelle pryor
gary barnidge
tennessee
michael thomas
124.6
99
tom brady
demarco murray
jeremy hill
doug martin
amari cooper
tyler lockett
tyler eifert
tennessee
michael thomas
124.6
100
tom brady
demarco murray
latavius murray
jeremy hill
amari cooper
terrelle pryor
tyler lockett
gary barnidge
tennessee
124.6
99
tom brady
demarco murray
jeremy hill
doug martin
amari cooper
terrelle pryor
tyler lockett
travis kelce
tennessee
124.6
100
tom brady
demarco murray
jeremy hill
thomas rawls
rishard matthews
steve smith
travis kelce
tennessee
michael thomas
124.6
100
tom brady
demarco murray
jeremy hill
devontae booker
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
124.6
100
aaron rodgers
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
124.6
99
cam newton
demarco murray
jeremy hill
thomas rawls
amari cooper
rishard matthews
steve smith
travis kelce
tennessee
124.6
100
cam newton
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
gary barnidge
san diego
michael thomas
124.55
100
tom brady
demarco murray
jeremy hill
rashad jennings
amari cooper
terrelle pryor
steve smith
gary barnidge
cincinnati
124.55
100
tom brady
demarco murray
jeremy hill
rashad jennings
amari cooper
rishard matthews
tyler lockett
travis kelce
tennessee
124.5
100
cam newton
demarco murray
jeremy hill
rashad jennings
amari cooper
steve smith
travis kelce
tennessee
michael thomas
124.5
100
tom brady
demarco murray
jeremy hill
tevin coleman
amari cooper
terrelle pryor
charles clay
new orleans
michael thomas
124.45
100
russell wilson
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
gary barnidge
new orleans
michael thomas
124.45
99
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
tyler lockett
tyler eifert
cincinnati
124.45
98
russell wilson
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
steve smith
tyler eifert
cincinnati
124.45
100
tom brady
demarco murray
latavius murray
jeremy hill
amari cooper
terrelle pryor
tyler lockett
charles clay
new orleans
124.45
100
tom brady
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
tyler boyd
gary barnidge
new orleans
124.45
99
aaron rodgers
demarco murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
charles clay
cincinnati
michael thomas
124.45
100
