925.504 ms
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
tyler eifert
tennessee
michael thomas
126.3
100
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
travis kelce
new orleans
michael thomas
125.95
100
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
travis kelce
tennessee
michael thomas
125.9
99
tom brady
david johnson
tevin coleman
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
125.8
100
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
rishard matthews
tyler eifert
tennessee
michael thomas
125.7
100
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
rishard matthews
travis kelce
tennessee
125.7
100
tom brady
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
tyler boyd
gary barnidge
cincinnati
125.65
100
russell wilson
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
125.65
100
russell wilson
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
new orleans
125.65
100
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
tyler boyd
travis kelce
tennessee
michael thomas
125.6
100
blake bortles
david johnson
rashad jennings
dion lewis
amari cooper
terrelle pryor
travis kelce
tennessee
michael thomas
125.6
100
tom brady
david johnson
tevin coleman
dion lewis
amari cooper
terrelle pryor
steve smith
charles clay
tennessee
125.6
100
russell wilson
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
125.6
99
marcus mariota
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
125.5
100
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
steve smith
travis kelce
denver
michael thomas
125.5
100
tom brady
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
tyler boyd
charles clay
cincinnati
125.45
100
russell wilson
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
charles clay
cincinnati
michael thomas
125.45
100
aaron rodgers
david johnson
thomas rawls
dion lewis
amari cooper
steve smith
gary barnidge
cincinnati
michael thomas
125.45
100
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
125.45
99
tom brady
david johnson
thomas rawls
dion lewis
terrelle pryor
steve smith
gary barnidge
new orleans
michael thomas
125.45
99
tom brady
david johnson
tevin coleman
dion lewis
amari cooper
steve smith
gary barnidge
new orleans
michael thomas
125.45
100
russell wilson
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
charles clay
new orleans
125.45
100
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
new orleans
125.45
99
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
125.45
99
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
new orleans
125.45
99
aaron rodgers
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
tyler boyd
gary barnidge
tennessee
125.4
100
tom brady
david johnson
thomas rawls
dion lewis
terrelle pryor
steve smith
gary barnidge
tennessee
michael thomas
125.4
98
tom brady
david johnson
tevin coleman
dion lewis
amari cooper
steve smith
gary barnidge
tennessee
michael thomas
125.4
99
russell wilson
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
charles clay
tennessee
125.4
99
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
125.4
98
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
rishard matthews
travis kelce
new orleans
michael thomas
125.35
100
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
steve smith
gary barnidge
san diego
michael thomas
125.35
100
tom brady
