6432.76 ms
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
steve smith
travis kelce
tennessee
michael thomas
127.3
100
russell wilson
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
127.2
100
ryan fitzpatrick
david johnson
latavius murray
thomas rawls
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
127.2
100
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
127.05
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
gary barnidge
new orleans
michael thomas
127.05
100
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
steve smith
gary barnidge
new orleans
127.05
100
russell wilson
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
steve smith
charles clay
tennessee
127
100
ryan fitzpatrick
david johnson
latavius murray
thomas rawls
amari cooper
terrelle pryor
steve smith
charles clay
tennessee
127
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
gary barnidge
tennessee
michael thomas
127
99
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
127
99
ryan fitzpatrick
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
gary barnidge
new orleans
michael thomas
126.95
100
ryan fitzpatrick
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
gary barnidge
tennessee
michael thomas
126.9
99
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
charles clay
cincinnati
michael thomas
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
tyler boyd
gary barnidge
cincinnati
michael thomas
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
charles clay
new orleans
michael thomas
126.85
100
russell wilson
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
gary barnidge
new orleans
michael thomas
126.85
100
ryan fitzpatrick
david johnson
latavius murray
thomas rawls
amari cooper
steve smith
gary barnidge
new orleans
michael thomas
126.85
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
tyler eifert
new orleans
michael thomas
126.85
100
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
steve smith
charles clay
new orleans
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
tyler boyd
gary barnidge
new orleans
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
tyler boyd
gary barnidge
cincinnati
michael thomas
126.85
100
ryan fitzpatrick
david johnson
latavius murray
thomas rawls
amari cooper
steve smith
gary barnidge
new orleans
michael thomas
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
tyler boyd
gary barnidge
new orleans
126.85
100
ryan fitzpatrick
david johnson
thomas rawls
devontae booker
amari cooper
terrelle pryor
steve smith
tyler eifert
tennessee
126.8
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
charles clay
tennessee
michael thomas
126.8
99
russell wilson
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
gary barnidge
tennessee
michael thomas
126.8
99
ryan fitzpatrick
david johnson
latavius murray
thomas rawls
amari cooper
steve smith
gary barnidge
tennessee
michael thomas
126.8
99
carson wentz
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
gary barnidge
tennessee
michael thomas
126.8
100
ryan fitzpatrick
david johnson
thomas rawls
doug martin
amari cooper
steve smith
travis kelce
tennessee
michael thomas
126.8
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
tyler eifert
tennessee
michael thomas
126.8
99
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
steve smith
charles clay
tennessee
126.8
99
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
tyler boyd
gary barnidge
tennessee
126.8
99
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
rishard matthews
steve smith
gary barnidge
tennessee
126.8
100
jameis winston
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
126.8
100
ryan fitzpatrick
david johnson
thomas rawls
devontae booker
amari cooper
terrelle pryor
steve smith
tyler eifert
tennessee
126.8
100
ryan fitzpatrick
david johnson
latavius murray
thomas rawls
amari cooper
steve smith
gary barnidge
tennessee
michael thomas
126.8
99
ryan fitzpatrick
david johnson
thomas rawls
doug martin
amari cooper
steve smith
travis kelce
tennessee
michael thomas
126.8
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
tyler boyd
gary barnidge
tennessee
126.8
99
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
rishard matthews
steve smith
gary barnidge
tennessee
126.8
100
ryan fitzpatrick
david johnson
thomas rawls
devontae booker
amari cooper
terrelle pryor
steve smith
tyler eifert
tennessee
126.8
100
ryan fitzpatrick
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
charles clay
new orleans
michael thomas
126.75
100
ryan fitzpatrick
david johnson
devonta freeman
thomas rawls
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
126.75
100
ryan fitzpatrick
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
charles clay
new orleans
michael thomas
126.75
100
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
gary barnidge
new orleans
michael thomas
126.75
99
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
steve smith
tyler eifert
cincinnati
126.75
100
ryan fitzpatrick
david johnson
devonta freeman
thomas rawls
amari cooper
terrelle pryor
steve smith
gary barnidge
new orleans
126.75
100
ryan fitzpatrick
david johnson
devonta freeman
thomas rawls
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
126.75
100
ryan fitzpatrick
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
charles clay
new orleans
michael thomas
126.75
100
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
gary barnidge
new orleans
michael thomas
126.75
99
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
steve smith
tyler eifert
cincinnati
126.75
100
