34441.8 ms
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
134.2
100
jameis winston
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
133.9
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
gary barnidge
tennessee
133.8
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
133.75
99
jameis winston
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
133.7
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
133.7
98
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
greg olsen
tennessee
133.7
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
charles clay
tennessee
133.6
100
blake bortles
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
133.6
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
gary barnidge
tennessee
133.6
100
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
tyler lockett
greg olsen
new orleans
133.55
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
133.55
99
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
tyler lockett
greg olsen
tennessee
133.5
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
133.5
98
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
mike wallace
greg olsen
tennessee
133.5
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
greg olsen
cincinnati
133.45
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
133.45
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
greg olsen
cincinnati
133.45
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
133.45
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
133.45
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
133.4
99
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
charles clay
tennessee
133.4
100
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
mike wallace
travis kelce
tennessee
133.4
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
133.4
99
blake bortles
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
133.4
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
133.4
99
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
tyler lockett
greg olsen
new orleans
133.35
100
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
steve smith
greg olsen
tennessee
133.3
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
133.3
100
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
tyler lockett
greg olsen
tennessee
133.3
99
tom brady
david johnson
jeremy hill
tevin coleman
brandon marshall
deandre hopkins
mike wallace
greg olsen
cincinnati
133.25
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
mike wallace
greg olsen
cincinnati
133.25
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
133.25
100
cam newton
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
tyler eifert
tennessee
133.2
100
tom brady
david johnson
jeremy hill
thomas rawls
deandre hopkins
mike wallace
tyler lockett
greg olsen
tennessee
133.2
100
tom brady
david johnson
jeremy hill
rashad jennings
brandon marshall
deandre hopkins
tyler lockett
greg olsen
tennessee
133.2
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
133.2
99
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
133.1
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
133.1
100
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
steve smith
greg olsen
tennessee
133.1
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
kenny britt
greg olsen
tennessee
133.1
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
133.1
100
russell wilson
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
mike wallace
greg olsen
cincinnati
133.05
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
greg olsen
cincinnati
133.05
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
travis kelce
tennessee
133
100
cam newton
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
tyler eifert
tennessee
133
100
tom brady
david johnson
jeremy hill
rashad jennings
brandon marshall
mike wallace
tyler lockett
greg olsen
tennessee
133
100
aaron rodgers
david johnson
jeremy hill
tevin coleman
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
133
100
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
132.95
100
marcus mariota
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
mike wallace
greg olsen
cincinnati
132.95
100
