8441.69 ms
tom brady
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
tyler lockett
gary barnidge
tennessee
129.5
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
brandon marshall
tyler lockett
tyler eifert
tennessee
129.4
100
tom brady
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
gary barnidge
new orleans
129.35
100
tom brady
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
tyler lockett
charles clay
tennessee
129.3
100
tom brady
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
gary barnidge
tennessee
129.3
99
tom brady
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
charles clay
new orleans
129.15
100
tom brady
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
charles clay
tennessee
129.1
99
cam newton
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
steve smith
gary barnidge
tennessee
129.1
100
tom brady
david johnson
thomas rawls
rashad jennings
terrelle pryor
brandon marshall
tyler lockett
tyler eifert
tennessee
129.1
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
brandon marshall
tyler lockett
travis kelce
new orleans
129.05
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
terrelle pryor
brandon marshall
gary barnidge
tennessee
129
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
brandon marshall
tyler lockett
travis kelce
tennessee
129
99
cam newton
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
steve smith
charles clay
tennessee
128.9
100
tom brady
david johnson
thomas rawls
carlos hyde
terrelle pryor
brandon marshall
tyler lockett
travis kelce
tennessee
128.9
100
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
brandon marshall
travis kelce
tennessee
128.9
100
russell wilson
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
tyler eifert
tennessee
128.9
100
cam newton
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
tyler lockett
tyler eifert
tennessee
128.9
100
cam newton
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
steve smith
charles clay
tennessee
128.9
100
cam newton
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
tyler lockett
tyler eifert
tennessee
128.9
100
tom brady
david johnson
thomas rawls
doug martin
amari cooper
brandon marshall
tyler lockett
gary barnidge
new orleans
128.85
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
terrelle pryor
brandon marshall
charles clay
tennessee
128.8
100
tom brady
david johnson
thomas rawls
doug martin
amari cooper
brandon marshall
tyler lockett
gary barnidge
tennessee
128.8
99
tom brady
david johnson
latavius murray
thomas rawls
brandon marshall
steve smith
tyler lockett
travis kelce
tennessee
128.8
100
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
brandon marshall
steve smith
travis kelce
tennessee
128.8
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
steve smith
tyler eifert
tennessee
128.8
100
cam newton
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
tyler eifert
new orleans
128.75
100
tom brady
david johnson
thomas rawls
rashad jennings
terrelle pryor
brandon marshall
tyler lockett
travis kelce
new orleans
128.75
100
russell wilson
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
tyler lockett
travis kelce
tennessee
128.7
100
blake bortles
david johnson
thomas rawls
devontae booker
amari cooper
terrelle pryor
brandon marshall
travis kelce
tennessee
128.7
100
cam newton
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
tyler eifert
tennessee
128.7
99
tom brady
david johnson
thomas rawls
rashad jennings
terrelle pryor
brandon marshall
tyler lockett
travis kelce
tennessee
128.7
99
tom brady
david johnson
rashad jennings
tevin coleman
amari cooper
brandon marshall
tyler lockett
travis kelce
tennessee
128.7
100
tom brady
david johnson
devonta freeman
thomas rawls
brandon marshall
steve smith
tyler lockett
tyler eifert
tennessee
128.7
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
brandon marshall
travis kelce
cincinnati
128.65
100
tom brady
david johnson
thomas rawls
doug martin
amari cooper
brandon marshall
tyler lockett
charles clay
new orleans
128.65
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
steve smith
tyler eifert
new orleans
128.65
100
tom brady
david johnson
thomas rawls
doug martin
amari cooper
brandon marshall
tyler lockett
charles clay
tennessee
128.6
99
cam newton
david johnson
thomas rawls
doug martin
amari cooper
brandon marshall
steve smith
gary barnidge
tennessee
128.6
100
tom brady
david johnson
thomas rawls
james starks
amari cooper
brandon marshall
tyler lockett
travis kelce
tennessee
128.6
100
tom brady
david johnson
thomas rawls
doug martin
terrelle pryor
brandon marshall
tyler lockett
tyler eifert
tennessee
128.6
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
steve smith
tyler eifert
tennessee
128.6
99
russell wilson
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
travis kelce
new orleans
128.55
100
cam newton
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
tyler lockett
travis kelce
new orleans
128.55
100
tom brady
david johnson
rashad jennings
doug martin
amari cooper
brandon marshall
tyler lockett
gary barnidge
tennessee
128.5
100
russell wilson
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
tyler lockett
travis kelce
tennessee
128.5
99
cam newton
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
tyler lockett
travis kelce
tennessee
128.5
99
cam newton
david johnson
thomas rawls
rashad jennings
terrelle pryor
brandon marshall
steve smith
travis kelce
tennessee
128.5
100
ryan fitzpatrick
david johnson
devonta freeman
thomas rawls
amari cooper
brandon marshall
steve smith
travis kelce
tennessee
128.5
100
tom brady
david johnson
thomas rawls
rashad jennings
rishard matthews
brandon marshall
tyler lockett
tyler eifert
tennessee
128.5
100
russell wilson
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
brandon marshall
gary barnidge
new orleans
128.45
100
