236.928 ms
jameis winston
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
steve smith
tennessee
cameron brate
126.3
100
jameis winston
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
steve smith
new orleans
cameron brate
126.15
100
jameis winston
david johnson
thomas rawls
rashad jennings
amari cooper
brandon marshall
steve smith
tennessee
cameron brate
126.1
99
jameis winston
david johnson
devonta freeman
thomas rawls
amari cooper
brandon marshall
tyler boyd
tennessee
cameron brate
125.7
100
jameis winston
david johnson
devonta freeman
thomas rawls
amari cooper
brandon marshall
tyler lockett
denver
cameron brate
125.7
100
jameis winston
david johnson
thomas rawls
doug martin
amari cooper
brandon marshall
steve smith
new orleans
cameron brate
125.65
100
jameis winston
david johnson
thomas rawls
doug martin
amari cooper
brandon marshall
steve smith
tennessee
cameron brate
125.6
99
jameis winston
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
brandon marshall
san diego
cameron brate
125.55
100
jameis winston
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
brandon marshall
green bay
cameron brate
125.3
100
jameis winston
david johnson
rashad jennings
doug martin
amari cooper
brandon marshall
steve smith
tennessee
cameron brate
125.3
100
jameis winston
david johnson
thomas rawls
devontae booker
amari cooper
terrelle pryor
brandon marshall
cincinnati
cameron brate
125.25
99
jameis winston
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
brandon marshall
new orleans
cameron brate
125.25
98
jameis winston
david johnson
thomas rawls
devontae booker
amari cooper
terrelle pryor
brandon marshall
cincinnati
cameron brate
125.25
99
jameis winston
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
brandon marshall
new orleans
cameron brate
125.25
98
jameis winston
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
brandon marshall
tennessee
cameron brate
125.2
97
jameis winston
david johnson
latavius murray
thomas rawls
amari cooper
brandon marshall
tyler lockett
san diego
cameron brate
125.15
99
jameis winston
david johnson
thomas rawls
devontae booker
amari cooper
brandon marshall
steve smith
san diego
cameron brate
125.15
100
jameis winston
david johnson
carlos hyde
tevin coleman
amari cooper
terrelle pryor
brandon marshall
new orleans
cameron brate
125.15
100
jameis winston
david johnson
latavius murray
thomas rawls
amari cooper
brandon marshall
tyler lockett
san diego
cameron brate
125.15
99
jameis winston
david johnson
thomas rawls
devontae booker
amari cooper
brandon marshall
steve smith
san diego
cameron brate
125.15
100
jameis winston
david johnson
carlos hyde
tevin coleman
amari cooper
terrelle pryor
brandon marshall
new orleans
cameron brate
125.15
100
jameis winston
david johnson
carlos hyde
tevin coleman
amari cooper
terrelle pryor
brandon marshall
tennessee
cameron brate
125.1
99
jameis winston
david johnson
latavius murray
thomas rawls
terrelle pryor
brandon marshall
steve smith
new orleans
cameron brate
125.05
99
jameis winston
david johnson
latavius murray
tevin coleman
amari cooper
brandon marshall
steve smith
new orleans
cameron brate
125.05
100
jameis winston
david johnson
latavius murray
thomas rawls
terrelle pryor
brandon marshall
steve smith
new orleans
cameron brate
125.05
99
jameis winston
david johnson
latavius murray
tevin coleman
amari cooper
brandon marshall
steve smith
new orleans
cameron brate
125.05
100
jameis winston
david johnson
latavius murray
thomas rawls
terrelle pryor
brandon marshall
steve smith
tennessee
cameron brate
125
98
jameis winston
david johnson
latavius murray
tevin coleman
amari cooper
brandon marshall
steve smith
tennessee
cameron brate
125
99
jameis winston
david johnson
latavius murray
thomas rawls
terrelle pryor
brandon marshall
steve smith
tennessee
cameron brate
125
98
jameis winston
david johnson
latavius murray
tevin coleman
amari cooper
brandon marshall
steve smith
tennessee
cameron brate
125
99
jameis winston
david johnson
thomas rawls
tevin coleman
amari cooper
rishard matthews
brandon marshall
san diego
cameron brate
124.95
100
jameis winston
david johnson
devonta freeman
tevin coleman
amari cooper
terrelle pryor
brandon marshall
cincinnati
cameron brate
124.95
100
jameis winston
david johnson
rashad jennings
devontae booker
amari cooper
terrelle pryor
brandon marshall
cincinnati
cameron brate
124.95
100
jameis winston
david johnson
rashad jennings
tevin coleman
amari cooper
terrelle pryor
brandon marshall
new orleans
cameron brate
124.95
99
jameis winston
david johnson
thomas rawls
tevin coleman
amari cooper
rishard matthews
brandon marshall
san diego
cameron brate
124.95
100
jameis winston
david johnson
thomas rawls
carlos hyde
amari cooper
brandon marshall
steve smith
cincinnati
cameron brate
124.95
98
jameis winston
david johnson
devonta freeman
tevin coleman
amari cooper
terrelle pryor
brandon marshall
cincinnati
cameron brate
124.95
100
jameis winston
david johnson
rashad jennings
devontae booker
amari cooper
terrelle pryor
brandon marshall
cincinnati
cameron brate
124.95
100
jameis winston
david johnson
rashad jennings
tevin coleman
amari cooper
terrelle pryor
brandon marshall
new orleans
cameron brate
124.95
99
jameis winston
david johnson
devonta freeman
thomas rawls
amari cooper
terrelle pryor
tyler lockett
tennessee
cameron brate
124.9
100
jameis winston
david johnson
latavius murray
carlos hyde
terrelle pryor
brandon marshall
steve smith
tennessee
cameron brate
124.9
100
jameis winston
david johnson
rashad jennings
tevin coleman
amari cooper
terrelle pryor
brandon marshall
tennessee
cameron brate
124.9
98
jameis winston
david johnson
devonta freeman
thomas rawls
amari cooper
brandon marshall
steve smith
green bay
cameron brate
124.9
100
jameis winston
david johnson
devonta freeman
thomas rawls
amari cooper
terrelle pryor
tyler lockett
tennessee
cameron brate
124.9
100
jameis winston
david johnson
latavius murray
carlos hyde
terrelle pryor
brandon marshall
steve smith
tennessee
cameron brate
124.9
100
jameis winston
david johnson
rashad jennings
tevin coleman
amari cooper
terrelle pryor
brandon marshall
tennessee
cameron brate
124.9
98
jameis winston
david johnson
devonta freeman
thomas rawls
amari cooper
brandon marshall
steve smith
green bay
cameron brate
124.9
100
jameis winston
david johnson
latavius murray
thomas rawls
amari cooper
brandon marshall
tyler boyd
cincinnati
cameron brate
124.85
99
jameis winston
david johnson
latavius murray
thomas rawls
terrelle pryor
rishard matthews
brandon marshall
cincinnati
cameron brate
124.85
100
jameis winston
david johnson
latavius murray
thomas rawls
amari cooper
brandon marshall
tyler lockett
new orleans
cameron brate
124.85
97
