1806.84 ms
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
gary barnidge
tennessee
demaryius thomas
126.5
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
charles clay
tennessee
demaryius thomas
126.3
100
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
steve smith
gary barnidge
tennessee
demaryius thomas
126.3
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
gary barnidge
new orleans
michael thomas
demaryius thomas
126.15
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
gary barnidge
tennessee
michael thomas
demaryius thomas
126.1
99
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
steve smith
charles clay
tennessee
demaryius thomas
126.1
100
blake bortles
david johnson
thomas rawls
devontae booker
amari cooper
steve smith
gary barnidge
tennessee
demaryius thomas
126.1
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
gary barnidge
tennessee
michael thomas
demaryius thomas
126.1
99
blake bortles
david johnson
thomas rawls
devontae booker
amari cooper
steve smith
gary barnidge
tennessee
demaryius thomas
126.1
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
steve smith
gary barnidge
cincinnati
demaryius thomas
126.05
100
blake bortles
david johnson
thomas rawls
carlos hyde
terrelle pryor
gary barnidge
tennessee
michael thomas
demaryius thomas
126
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
travis kelce
tennessee
demaryius thomas
126
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
charles clay
new orleans
michael thomas
demaryius thomas
125.95
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
charles clay
tennessee
michael thomas
demaryius thomas
125.9
99
blake bortles
david johnson
thomas rawls
tevin coleman
terrelle pryor
tyler eifert
tennessee
michael thomas
demaryius thomas
125.9
100
blake bortles
david johnson
thomas rawls
devontae booker
amari cooper
steve smith
charles clay
tennessee
demaryius thomas
125.9
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
rishard matthews
gary barnidge
tennessee
demaryius thomas
125.9
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
charles clay
tennessee
michael thomas
demaryius thomas
125.9
99
blake bortles
david johnson
latavius murray
thomas rawls
steve smith
gary barnidge
tennessee
michael thomas
demaryius thomas
125.9
100
blake bortles
david johnson
thomas rawls
tevin coleman
terrelle pryor
tyler eifert
tennessee
michael thomas
demaryius thomas
125.9
100
blake bortles
david johnson
thomas rawls
devontae booker
amari cooper
steve smith
charles clay
tennessee
demaryius thomas
125.9
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
rishard matthews
gary barnidge
tennessee
demaryius thomas
125.9
100
blake bortles
david johnson
thomas rawls
rashad jennings
terrelle pryor
gary barnidge
new orleans
michael thomas
demaryius thomas
125.85
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
steve smith
charles clay
cincinnati
demaryius thomas
125.85
100
blake bortles
david johnson
thomas rawls
carlos hyde
terrelle pryor
charles clay
tennessee
michael thomas
demaryius thomas
125.8
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
tyler boyd
gary barnidge
tennessee
demaryius thomas
125.8
100
blake bortles
david johnson
thomas rawls
carlos hyde
terrelle pryor
charles clay
tennessee
michael thomas
demaryius thomas
125.8
100
blake bortles
david johnson
thomas rawls
rashad jennings
terrelle pryor
gary barnidge
tennessee
michael thomas
demaryius thomas
125.8
99
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
gary barnidge
tennessee
michael thomas
demaryius thomas
125.8
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
tyler boyd
gary barnidge
tennessee
demaryius thomas
125.8
100
blake bortles
david johnson
devonta freeman
thomas rawls
terrelle pryor
steve smith
gary barnidge
tennessee
