2137.45 ms
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
new orleans
132.95
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
132.9
99
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
travis kelce
tennessee
132.8
100
russell wilson
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
mike wallace
greg olsen
cincinnati
132.65
100
russell wilson
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
132.6
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
mike wallace
tyler lockett
greg olsen
tennessee
132.6
100
russell wilson
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
132.6
100
russell wilson
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
132.1
100
russell wilson
david johnson
jeremy hill
tevin coleman
terrelle pryor
brandon marshall
mike wallace
greg olsen
tennessee
132.1
100
russell wilson
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
132.1
100
russell wilson
david johnson
jeremy hill
tevin coleman
terrelle pryor
brandon marshall
mike wallace
greg olsen
tennessee
132.1
100
russell wilson
david johnson
latavius murray
jeremy hill
allen robinson
brandon marshall
mike wallace
gary barnidge
tennessee
132
100
russell wilson
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
steve smith
greg olsen
cincinnati
131.95
99
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
travis kelce
tennessee
131.9
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
tyler eifert
cincinnati
131.85
99
russell wilson
david johnson
latavius murray
jeremy hill
allen robinson
brandon marshall
mike wallace
charles clay
tennessee
131.8
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
gary barnidge
denver
131.8
99
russell wilson
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
steve smith
greg olsen
cincinnati
131.75
100
russell wilson
david johnson
latavius murray
jeremy hill
brandon marshall
mike wallace
tyler lockett
greg olsen
new orleans
131.75
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
steve smith
tyler lockett
greg olsen
tennessee
131.7
100
russell wilson
david johnson
latavius murray
jeremy hill
brandon marshall
mike wallace
tyler lockett
greg olsen
tennessee
131.7
99
russell wilson
david johnson
jeremy hill
devontae booker
brandon marshall
mike wallace
steve smith
greg olsen
tennessee
131.7
100
russell wilson
david johnson
jeremy hill
rashad jennings
brandon marshall
mike wallace
steve smith
greg olsen
cincinnati
131.65
100
russell wilson
david johnson
jeremy hill
devontae booker
allen robinson
brandon marshall
mike wallace
tyler eifert
tennessee
131.6
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
charles clay
denver
131.6
99
russell wilson
david johnson
jeremy hill
devontae booker
allen robinson
brandon marshall
mike wallace
tyler eifert
tennessee
131.6
100
russell wilson
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
mike wallace
tyler eifert
cincinnati
131.55
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
cincinnati
131.55
97
russell wilson
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
gary barnidge
new orleans
131.55
100
russell wilson
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
mike wallace
gary barnidge
new orleans
131.55
99
russell wilson
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
tyler boyd
greg olsen
new orleans
131.55
99
russell wilson
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
gary barnidge
tennessee
131.5
99
russell wilson
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
mike wallace
gary barnidge
tennessee
131.5
98
russell wilson
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
tyler boyd
greg olsen
tennessee
131.5
98
russell wilson
david johnson
jeremy hill
tevin coleman
rishard matthews
brandon marshall
mike wallace
greg olsen
tennessee
131.5
100
russell wilson
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
mike wallace
gary barnidge
denver
131.5
100
russell wilson
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
tyler lockett
greg olsen
denver
131.5
98
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
travis kelce
cincinnati
131.45
98
russell wilson
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
tyler lockett
greg olsen
cincinnati
131.45
99
russell wilson
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
tyler lockett
greg olsen
green bay
131.4
100
russell wilson
david johnson
jeremy hill
carlos hyde
amari cooper
brandon marshall
mike wallace
gary barnidge
tennessee
131.4
100
russell wilson
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
tyler lockett
greg olsen
green bay
131.4
100
russell wilson
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
