1781.82 ms
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
new orleans
130.95
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
130.9
99
tom brady
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
tyler lockett
zach ertz
tennessee
130.7
100
blake bortles
david johnson
jeremy hill
rashad jennings
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
130.6
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
san diego
130.15
100
blake bortles
david johnson
jeremy hill
doug martin
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
130.1
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
zach ertz
cincinnati
130.05
100
carson wentz
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
new orleans
129.95
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler lockett
zach ertz
san diego
129.95
99
carson wentz
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
129.9
99
tom brady
david johnson
latavius murray
jeremy hill
allen robinson
brandon marshall
tyler lockett
zach ertz
cincinnati
129.85
100
aaron rodgers
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
zach ertz
cincinnati
129.85
100
cam newton
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
zach ertz
cincinnati
129.85
99
cam newton
david johnson
jeremy hill
tevin coleman
amari cooper
allen robinson
brandon marshall
zach ertz
cincinnati
129.85
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
steve smith
zach ertz
new orleans
129.85
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
new orleans
129.85
98
cam newton
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
tyler lockett
zach ertz
tennessee
129.8
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
steve smith
zach ertz
tennessee
129.8
99
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
129.8
97
jameis winston
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
cincinnati
129.75
99
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
amari cooper
allen robinson
brandon marshall
zach ertz
new orleans
129.75
100
cam newton
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
zach ertz
san diego
129.75
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
129.7
99
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
steve smith
zach ertz
tennessee
129.7
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler boyd
zach ertz
cincinnati
129.65
99
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler lockett
zach ertz
new orleans
129.65
97
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
zach ertz
new orleans
129.65
99
tom brady
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
tyler lockett
zach ertz
san diego
129.65
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler lockett
zach ertz
tennessee
129.6
96
aaron rodgers
david johnson
latavius murray
jeremy hill
allen robinson
brandon marshall
tyler lockett
zach ertz
tennessee
129.6
100
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
zach ertz
tennessee
129.6
98
cam newton
david johnson
jeremy hill
devontae booker
allen robinson
