347.301 ms
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
gary barnidge
new orleans
129.75
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
129.7
99
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
tyler eifert
new orleans
129.65
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
129.6
99
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
allen robinson
brandon marshall
gary barnidge
cincinnati
129.55
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
charles clay
new orleans
129.55
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
gary barnidge
new orleans
129.55
99
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
charles clay
tennessee
129.5
99
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
129.5
98
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
terrelle pryor
brandon marshall
tyler eifert
tennessee
129.5
100
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
tennessee
129.4
100
blake bortles
david johnson
carlos hyde
rashad jennings
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
129.4
100
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
tennessee
129.4
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
allen robinson
brandon marshall
charles clay
cincinnati
129.35
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
charles clay
new orleans
129.35
99
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
terrelle pryor
brandon marshall
tyler eifert
new orleans
129.35
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
charles clay
tennessee
129.3
98
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
terrelle pryor
brandon marshall
tyler eifert
tennessee
129.3
99
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
129.3
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
travis kelce
new orleans
129.25
99
blake bortles
david johnson
thomas rawls
devontae booker
amari cooper
allen robinson
brandon marshall
travis kelce
cincinnati
129.25
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
travis kelce
new orleans
129.25
99
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
129.2
98
blake bortles
david johnson
thomas rawls
james starks
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
129.2
100
blake bortles
david johnson
carlos hyde
rashad jennings
amari cooper
allen robinson
brandon marshall
charles clay
tennessee
129.2
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
129.2
98
blake bortles
david johnson
thomas rawls
james starks
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
129.2
100
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
terrelle pryor
brandon marshall
travis kelce
new orleans
129.15
100
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
terrelle pryor
brandon marshall
travis kelce
tennessee
129.1
99
blake bortles
david johnson
carlos hyde
tevin coleman
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
129.1
100
blake bortles
david johnson
thomas rawls
doug martin
amari cooper
allen robinson
brandon marshall
gary barnidge
new orleans
129.05
99
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
steve smith
