2231.3 ms
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
gary barnidge
tennessee
michael thomas
127.8
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
terrelle pryor
charles clay
tennessee
michael thomas
127.6
100
cam newton
david johnson
devonta freeman
thomas rawls
amari cooper
tyler lockett
gary barnidge
tennessee
michael thomas
127.5
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
travis kelce
tennessee
michael thomas
127.5
100
tom brady
david johnson
thomas rawls
rashad jennings
steve smith
tyler lockett
tyler eifert
tennessee
michael thomas
127.5
100
blake bortles
david johnson
latavius murray
thomas rawls
amari cooper
tyler lockett
tyler eifert
tennessee
michael thomas
127.5
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
steve smith
gary barnidge
tennessee
michael thomas
127.4
100
cam newton
david johnson
devonta freeman
thomas rawls
amari cooper
tyler lockett
charles clay
tennessee
michael thomas
127.3
100
blake bortles
david johnson
thomas rawls
doug martin
amari cooper
terrelle pryor
gary barnidge
tennessee
michael thomas
127.3
100
tom brady
david johnson
thomas rawls
carlos hyde
steve smith
tyler lockett
travis kelce
tennessee
michael thomas
127.3
100
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
amari cooper
steve smith
travis kelce
tennessee
michael thomas
127.3
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
steve smith
charles clay
tennessee
michael thomas
127.2
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
rishard matthews
gary barnidge
tennessee
michael thomas
127.2
100
cam newton
david johnson
thomas rawls
devontae booker
amari cooper
tyler lockett
travis kelce
tennessee
michael thomas
127.2
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
steve smith
charles clay
tennessee
michael thomas
127.2
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
tyler lockett
gary barnidge
san diego
michael thomas
127.15
100
cam newton
david johnson
thomas rawls
rashad jennings
amari cooper
tyler lockett
travis kelce
cincinnati
michael thomas
127.15
100
tom brady
david johnson
thomas rawls
rashad jennings
steve smith
tyler lockett
travis kelce
new orleans
michael thomas
127.15
100
blake bortles
david johnson
latavius murray
thomas rawls
amari cooper
tyler lockett
travis kelce
new orleans
michael thomas
127.15
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
tyler lockett
gary barnidge
san diego
michael thomas
127.15
100
blake bortles
david johnson
thomas rawls
doug martin
amari cooper
terrelle pryor
charles clay
tennessee
michael thomas
127.1
100
tom brady
david johnson
thomas rawls
rashad jennings
steve smith
tyler lockett
travis kelce
tennessee
michael thomas
127.1
99
blake bortles
david johnson
latavius murray
thomas rawls
amari cooper
tyler lockett
travis kelce
tennessee
michael thomas
127.1
99
blake bortles
david johnson
thomas rawls
devontae booker
amari cooper
steve smith
travis kelce
tennessee
michael thomas
127.1
100
tom brady
david johnson
latavius murray
thomas rawls
terrelle pryor
tyler lockett
gary barnidge
cincinnati
michael thomas
127.05
100
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
gary barnidge
cincinnati
michael thomas
127.05
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
gary barnidge
new orleans
michael thomas
127.05
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
tyler lockett
tyler eifert
new orleans
michael thomas
127.05
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
steve smith
travis kelce
cincinnati
michael thomas
127.05
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
tyler lockett
tyler eifert
new orleans
michael thomas
127.05
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
rishard matthews
charles clay
tennessee
michael thomas
127
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
gary barnidge
tennessee
michael thomas
127
99
tom brady
david johnson
