20959.2 ms
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
tyler eifert
cincinnati
128.95
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
gary barnidge
denver
128.9
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
san diego
128.75
100
aaron rodgers
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
128.7
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
charles clay
denver
128.7
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
travis kelce
denver
128.7
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
charles clay
denver
128.7
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
travis kelce
denver
128.7
100
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
tyler eifert
new orleans
128.65
99
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
128.6
98
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
deandre hopkins
tyler eifert
denver
128.6
100
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
128.6
98
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
deandre hopkins
tyler eifert
new orleans
128.55
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
travis kelce
cincinnati
128.55
99
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
deandre hopkins
tyler eifert
new orleans
128.55
100
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
travis kelce
san diego
128.55
100
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
128.5
99
tom brady
jeremy hill
thomas rawls
devontae booker
amari cooper
allen robinson
brandon marshall
tyler eifert
denver
128.5
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
deandre hopkins
travis kelce
cincinnati
128.45
100
tom brady
demarco murray
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
tyler eifert
new orleans
128.45
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
new orleans
128.45
98
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
deandre hopkins
travis kelce
cincinnati
128.45
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
new orleans
128.45
98
tom brady
latavius murray
jeremy hill
amari cooper
allen robinson
brandon marshall
deandre hopkins
travis kelce
tennessee
128.4
100
tom brady
demarco murray
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
tyler eifert
tennessee
128.4
99
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
brandon marshall
tyler eifert
tennessee
128.4
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
128.4
97
tom brady
latavius murray
jeremy hill
amari cooper
allen robinson
brandon marshall
deandre hopkins
travis kelce
tennessee
128.4
100
tom brady
latavius murray
jeremy hill
thomas rawls
amari cooper
terrelle pryor
brandon marshall
tyler eifert
tennessee
128.4
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
128.4
97
aaron rodgers
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
travis kelce
new orleans
128.35
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
deandre hopkins
tyler eifert
new orleans
128.35
99
tom brady
jeremy hill
carlos hyde
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
new orleans
128.35
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
travis kelce
san diego
128.35
99
tom brady
latavius murray
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler eifert
denver
michael thomas
128.3
100
tom brady
latavius murray
jeremy hill
devontae booker
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
128.3
100
aaron rodgers
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
128.3
99
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
128.3
98
tom brady
jeremy hill
carlos hyde
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
128.3
99
tom brady
latavius murray
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
travis kelce
denver
128.3
100
cam newton
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
tyler eifert
denver
128.3
100
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
travis kelce
new orleans
128.25
98
tom brady
latavius murray
jeremy hill
rashad jennings
amari cooper
allen robinson
brandon marshall
travis kelce
cincinnati
128.25
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
deandre hopkins
travis kelce
san diego
128.25
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
brandon marshall
tyler eifert
san diego
128.25
100
aaron rodgers
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
deandre hopkins
travis kelce
tennessee
128.2
100
tom brady
jeremy hill
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
128.2
97
tom brady
jeremy hill
carlos hyde
rashad jennings
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
128.2
100
aaron rodgers
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
denver
128.2
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
travis kelce
tennessee
michael thomas
128.2
100
