2831.1 ms
cam newton
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
gary barnidge
tennessee
demaryius thomas
130.2
100
jameis winston
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
gary barnidge
tennessee
demaryius thomas
130.1
100
cam newton
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
charles clay
tennessee
demaryius thomas
130
100
russell wilson
david johnson
jeremy hill
thomas rawls
brandon marshall
gary barnidge
tennessee
michael thomas
demaryius thomas
130
100
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
tyler boyd
gary barnidge
tennessee
demaryius thomas
130
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
gary barnidge
new orleans
demaryius thomas
129.95
99
jameis winston
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
tennessee
demaryius thomas
129.9
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
gary barnidge
tennessee
demaryius thomas
129.9
98
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
gary barnidge
new orleans
michael thomas
demaryius thomas
129.85
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
travis kelce
cincinnati
demaryius thomas
129.85
100
russell wilson
david johnson
jeremy hill
thomas rawls
brandon marshall
charles clay
tennessee
michael thomas
demaryius thomas
129.8
100
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
gary barnidge
tennessee
michael thomas
demaryius thomas
129.8
99
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
tyler boyd
charles clay
tennessee
demaryius thomas
129.8
100
blake bortles
david johnson
jeremy hill
carlos hyde
amari cooper
brandon marshall
gary barnidge
tennessee
demaryius thomas
129.8
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
new orleans
demaryius thomas
129.75
99
blake bortles
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
tyler eifert
new orleans
demaryius thomas
129.75
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
new orleans
demaryius thomas
129.75
99
blake bortles
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
tyler eifert
new orleans
demaryius thomas
129.75
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
tennessee
demaryius thomas
129.7
98
blake bortles
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
tyler eifert
tennessee
demaryius thomas
129.7
99
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
tyler eifert
tennessee
demaryius thomas
129.7
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
tennessee
demaryius thomas
129.7
98
blake bortles
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
tyler eifert
tennessee
demaryius thomas
129.7
99
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
tyler eifert
tennessee
demaryius thomas
129.7
100
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
charles clay
new orleans
michael thomas
demaryius thomas
129.65
100
blake bortles
david johnson
jeremy hill
rashad jennings
amari cooper
brandon marshall
gary barnidge
new orleans
demaryius thomas
129.65
100
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
charles clay
tennessee
michael thomas
demaryius thomas
129.6
99
blake bortles
david johnson
jeremy hill
carlos hyde
amari cooper
brandon marshall
charles clay
tennessee
demaryius thomas
129.6
100
cam newton
david johnson
jeremy hill
thomas rawls
rishard matthews
brandon marshall
gary barnidge
tennessee
demaryius thomas
129.6
100
blake bortles
david johnson
jeremy hill
rashad jennings
amari cooper
brandon marshall
gary barnidge
tennessee
demaryius thomas
129.6
99
cam newton
david johnson
jeremy hill
rashad jennings
brandon marshall
gary barnidge
tennessee
michael thomas
demaryius thomas
129.5
100
jameis winston
david johnson
jeremy hill
thomas rawls
brandon marshall
tyler eifert
tennessee
michael thomas
demaryius thomas
129.5
100
jameis winston
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
travis kelce
tennessee
demaryius thomas
129.5
100
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
steve smith
travis kelce
cincinnati
demaryius thomas
129.45
100
blake bortles
david johnson
jeremy hill
rashad jennings
amari cooper
brandon marshall
charles clay
new orleans
demaryius thomas
129.45
100
cam newton
david johnson
jeremy hill
thomas rawls
rishard matthews
brandon marshall
charles clay
tennessee
demaryius thomas
129.4
100
blake bortles
david johnson
jeremy hill
rashad jennings
amari cooper
brandon marshall
charles clay
tennessee
demaryius thomas
129.4
99
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
tyler boyd
tyler eifert
tennessee
demaryius thomas
129.4
100
blake bortles
david johnson
jeremy hill
rashad jennings
terrelle pryor
brandon marshall
tyler eifert
tennessee
demaryius thomas
129.4
100
blake bortles
david johnson
jeremy hill
thomas rawls
brandon marshall
tyler eifert
new orleans
michael thomas
demaryius thomas
129.35
99
blake bortles
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
travis kelce
new orleans
demaryius thomas
129.35
99
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
travis kelce
new orleans
demaryius thomas
129.35
100
cam newton
david johnson
jeremy hill
rashad jennings
brandon marshall
charles clay
tennessee
michael thomas
demaryius thomas
129.3
100
blake bortles
david johnson
jeremy hill
thomas rawls
brandon marshall
tyler eifert
tennessee
michael thomas
demaryius thomas
129.3
98
blake bortles
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
travis kelce
tennessee
demaryius thomas
129.3
98
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
travis kelce
tennessee
demaryius thomas
129.3
99
blake bortles
david johnson
jeremy hill
thomas rawls
brandon marshall
steve smith
tyler eifert
denver
demaryius thomas
129.3
100
blake bortles
david johnson
jeremy hill
thomas rawls
brandon marshall
travis kelce
san diego
michael thomas
demaryius thomas
129.25
100
tom brady
david johnson
jeremy hill
tevin coleman
terrelle pryor
brandon marshall
gary barnidge
cincinnati
demaryius thomas
129.25
100
cam newton
david johnson
