5624.86 ms
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
rishard matthews
gary barnidge
tennessee
michael thomas
123.9
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
steve smith
tyler eifert
new orleans
michael thomas
123.85
100
tom brady
latavius murray
thomas rawls
devontae booker
amari cooper
steve smith
travis kelce
tennessee
michael thomas
123.8
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
steve smith
tyler eifert
tennessee
michael thomas
123.8
99
tom brady
latavius murray
thomas rawls
devontae booker
amari cooper
steve smith
travis kelce
tennessee
michael thomas
123.8
100
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
steve smith
travis kelce
cincinnati
michael thomas
123.75
100
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
rishard matthews
charles clay
tennessee
michael thomas
123.7
100
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
tyler boyd
tyler eifert
tennessee
michael thomas
123.7
100
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
tyler lockett
tyler eifert
denver
michael thomas
123.7
100
tom brady
latavius murray
thomas rawls
tevin coleman
amari cooper
rishard matthews
travis kelce
tennessee
michael thomas
123.6
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
rishard matthews
steve smith
tyler eifert
tennessee
123.6
100
tom brady
latavius murray
thomas rawls
tevin coleman
amari cooper
rishard matthews
travis kelce
tennessee
michael thomas
123.6
100
tom brady
latavius murray
thomas rawls
carlos hyde
amari cooper
tyler boyd
travis kelce
tennessee
michael thomas
123.5
100
tom brady
thomas rawls
rashad jennings
devontae booker
amari cooper
rishard matthews
tyler eifert
tennessee
michael thomas
123.5
100
tom brady
latavius murray
thomas rawls
carlos hyde
amari cooper
tyler boyd
travis kelce
tennessee
michael thomas
123.5
100
aaron rodgers
latavius murray
thomas rawls
rashad jennings
amari cooper
steve smith
travis kelce
tennessee
michael thomas
123.5
100
tom brady
latavius murray
thomas rawls
carlos hyde
amari cooper
tyler lockett
travis kelce
denver
michael thomas
123.5
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
steve smith
travis kelce
new orleans
michael thomas
123.45
99
tom brady
latavius murray
thomas rawls
doug martin
amari cooper
rishard matthews
gary barnidge
tennessee
michael thomas
123.4
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
steve smith
travis kelce
tennessee
michael thomas
123.4
98
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
tyler boyd
travis kelce
new orleans
michael thomas
123.35
100
tom brady
thomas rawls
carlos hyde
doug martin
amari cooper
steve smith
tyler eifert
new orleans
michael thomas
123.35
100
cam newton
latavius murray
thomas rawls
rashad jennings
amari cooper
rishard matthews
tyler eifert
tennessee
michael thomas
123.3
100
tom brady
thomas rawls
rashad jennings
tevin coleman
amari cooper
travis kelce
tennessee
michael thomas
demaryius thomas
123.3
100
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
tyler lockett
travis kelce
tennessee
demaryius thomas
123.3
100
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
tyler boyd
travis kelce
tennessee
michael thomas
123.3
99
tom brady
thomas rawls
carlos hyde
devontae booker
amari cooper
rishard matthews
travis kelce
tennessee
michael thomas
123.3
100
tom brady
thomas rawls
carlos hyde
doug martin
amari cooper
steve smith
tyler eifert
tennessee
michael thomas
123.3
99
tom brady
thomas rawls
rashad jennings
tevin coleman
amari cooper
travis kelce
tennessee
michael thomas
demaryius thomas
123.3
100
tom brady
latavius murray
thomas rawls
rashad jennings
amari cooper
tyler lockett
travis kelce
denver
michael thomas
123.3
99
tom brady
thomas rawls
rashad jennings
devontae booker
amari cooper
steve smith
travis kelce
denver
michael thomas
123.3
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
rishard matthews
travis kelce
cincinnati
michael thomas
123.25
100
tom brady
latavius murray
thomas rawls
carlos hyde
amari cooper
steve smith
gary barnidge
san diego
michael thomas
123.25
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
rishard matthews
steve smith
travis kelce
new orleans
123.25
100
tom brady
latavius murray
thomas rawls
doug martin
amari cooper
steve smith
travis kelce
cincinnati
michael thomas
123.25
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
rishard matthews
travis kelce
cincinnati
michael thomas
123.25
100
tom brady
latavius murray
thomas rawls
carlos hyde
amari cooper
steve smith
gary barnidge
san diego
michael thomas
123.25
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
rishard matthews
steve smith
travis kelce
new orleans
123.25
100
tom brady
latavius murray
thomas rawls
doug martin
amari cooper
rishard matthews
charles clay
tennessee
michael thomas
123.2
100
tom brady
demarco murray
latavius murray
thomas rawls
amari cooper
tyler lockett
gary barnidge
tennessee
michael thomas
123.2
100
tom brady
latavius murray
thomas rawls
doug martin
amari cooper
tyler boyd
tyler eifert
tennessee
michael thomas
123.2
100
tom brady
thomas rawls
carlos hyde
rashad jennings
amari cooper
rishard matthews
steve smith
travis kelce
tennessee
123.2
99
tom brady
demarco murray
latavius murray
thomas rawls
amari cooper
tyler lockett
gary barnidge
tennessee
michael thomas
123.2
100
tom brady
latavius murray
thomas rawls
doug martin
amari cooper
tyler lockett
tyler eifert
denver
michael thomas
123.2
100
tom brady
thomas rawls
rashad jennings
devontae booker
amari cooper
rishard matthews
travis kelce
new orleans
michael thomas
123.15
100
tom brady
thomas rawls
rashad jennings
doug martin
amari cooper
steve smith
tyler eifert
new orleans
michael thomas
123.15
99
tom brady
latavius murray
thomas rawls
tevin coleman
amari cooper
steve smith
tyler eifert
san diego
michael thomas
123.15
100
tom brady
thomas rawls
rashad jennings
doug martin
amari cooper
steve smith
tyler eifert
new orleans
michael thomas
123.15
99
tom brady
latavius murray
thomas rawls
tevin coleman
amari cooper
steve smith
tyler eifert
san diego
michael thomas
123.15
100
tom brady
thomas rawls
rashad jennings
doug martin
amari cooper
gary barnidge
tennessee
michael thomas
demaryius thomas
123.1
100
