387.05 ms
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
greg olsen
cincinnati
133.05
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
greg olsen
new orleans
132.65
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
132.6
98
blake bortles
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
132.5
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
rishard matthews
brandon marshall
greg olsen
cincinnati
132.45
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
steve smith
greg olsen
new orleans
132.35
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
132.3
99
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
tyler eifert
cincinnati
132.25
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
gary barnidge
denver
132.2
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler boyd
greg olsen
denver
132.2
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
gary barnidge
denver
132.2
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler boyd
greg olsen
denver
132.2
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
charles clay
denver
132
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
131.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
tyler boyd
greg olsen
tennessee
131.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
tyler lockett
greg olsen
denver
131.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
131.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
tyler boyd
greg olsen
tennessee
131.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
tyler lockett
greg olsen
denver
131.9
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
travis kelce
cincinnati
131.85
99
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
steve smith
greg olsen
new orleans
131.85
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
greg olsen
green bay
131.8
99
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
green bay
131.8
100
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
131.8
99
blake bortles
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
san diego
131.75
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
charles clay
tennessee
131.7
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
tyler lockett
greg olsen
cincinnati
131.65
99
blake bortles
david johnson
jeremy hill
amari cooper
allen robinson
brandon marshall
tyler lockett
greg olsen
new orleans
131.65
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
tyler lockett
greg olsen
cincinnati
131.65
99
blake bortles
david johnson
jeremy hill
devontae booker
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
131.6
100
blake bortles
david johnson
jeremy hill
amari cooper
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
131.6
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
travis kelce
denver
131.6
100
